ID_SPPG,Status_Pengajuan,Status_Operasional,Kota_Kabupaten,Provinsi,Alamat
FVOBTVYJ,Penentuan KA SPPG,Belum Beroperasi,KAB. BANGKALAN,JAWA TIMUR,"PATEREMEN MODUNG BANGKALAN, PATEREMAN, MODUNG, KAB. BANGKALAN, JAWA TIMUR"
XEGPXB7K,Penentuan KA SPPG,Belum Beroperasi,KOTA TANGERANG,BANTEN,"Foodpedia Palem Semi
Jalan Raya Kavling Perkebunan No. 249 Panunggangan Barat Cibodas Tangerang, PANUNGGANGAN BARAT, CIBODAS, KOTA TANGERANG, BANTEN"
DHDEUTLY,Penentuan KA SPPG,Belum Beroperasi,KOTA BEKASI,JAWA BARAT,"Jl. Borneo II Blok N 36 No. 88 Teluk Pucung, Bekasi Utara, Kota Bekasi, TELUK PUCUNG, BEKASI UTARA, KOTA BEKASI, JAWA BARAT"
3SVYEZOL,Penentuan KA SPPG,Belum Beroperasi,KAB. CIAMIS,JAWA BARAT,"Dusun Sodong rt 07 RW 15 Desa , BOJONGMENGGER, CIJEUNGJING, KAB. CIAMIS, JAWA BARAT"
IN0ZJ6PL,Penentuan KA SPPG,Belum Beroperasi,KAB. BOJONEGORO,JAWA TIMUR,"JL RAYA DROKILO NO 50, DROKILO, KEDUNGADEM, KAB. BOJONEGORO, JAWA TIMUR"
COUSFIBA,Penentuan KA SPPG,Belum Beroperasi,KAB. CIANJUR,JAWA BARAT,"jl Kotabunga  blok CV 01 batulawang kec cipanas kabupaten cianjur jawa barat, BATULAWANG, CIPANAS, KAB. CIANJUR, JAWA BARAT"
IHN2REMH,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Pasirbatok RT.003/003 Desa Curugkembar Kecamatan Curugkembar Kabupaten Sukabumi 
, CURUGKEMBAR, CURUGKEMBAR, KAB. SUKABUMI, JAWA BARAT"
KNNCCV4B,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Jl. Sadamukti No.12, Tenjolaya, Kec. Cicurug, Kabupaten Sukabumi, Jawa Barat 43359, TENJOLAYA, CICURUG, KAB. SUKABUMI, JAWA BARAT"
AQ3GF9YK,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Tenjo Ayu, Kabupaten Cicurug ,Sukabumi, Jawa Barat 43359 , TENJOAYU, CICURUG, KAB. SUKABUMI, JAWA BARAT"
GISIWMKB,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Jl. Lapangan bola mandala, Rt. 005 RW. 002, Desa Lemahabang, Kecamatan Lemahabang, Kabupaten Karawang, Jawa Barat., LEMAHABANG, LEMAHABANG, KAB. KARAWANG, JAWA BARAT"
R8Y5W8P2,Penentuan KA SPPG,Belum Beroperasi,KOTA TASIKMALAYA,JAWA BARAT,"JL PADASUKA NO 16 RT.001 RW.004 KELURAHAN LENGKONGSARI KECAMATAN TAWANG KOTA TASIKMALAYA, LENGKONGSARI, TAWANG, KOTA TASIKMALAYA, JAWA BARAT"
WXPNNZ2R,Penentuan KA SPPG,Belum Beroperasi,KOTA SERANG,BANTEN,"KP. KALODRAN RT 01 RW 01, KALODRAN , WALANTAKA, KOTA SERANG, BANTEN"
PL9K6LGJ,Penentuan KA SPPG,Belum Beroperasi,KAB. BLITAR,JAWA TIMUR,"Jl.Sembodro, SUTOJAYAN, SUTOJAYAN, KAB. BLITAR, JAWA TIMUR"
KDZXSYRM,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"JL. CIJAGRA NO 73, CIJAGRA, LENGKONG, KOTA BANDUNG, JAWA BARAT"
UAS4TBPP,Penentuan KA SPPG,Belum Beroperasi,KAB. PANGANDARAN,JAWA BARAT,"Jl. Bojong Gebang, RT 03/RW 04, Dusun Bojong Jati, Desa Pananjung, Kecamatan Pangandaran, Kabupaten Pangandaran, Provinsi Jawa Barat, Kode Pos 46396, PANANJUNG, PANGANDARAN, KAB. PANGANDARAN, JAWA BARAT"
OMR6VVY0,Penentuan KA SPPG,Belum Beroperasi,KAB. PATI,JAWA TENGAH,"Jalan bumirejo pekuwon , Desa karangrejo rt 5 rw 1 kec juwana ,kab pati ,jawa tengah, KARANGREJO, JUWANA, KAB. PATI, JAWA TENGAH"
V1DHUTRW,Penentuan KA SPPG,Belum Beroperasi,KAB. TANJUNG JABUNG TIMUR,JAMBI,"Jalan bima sakti RT. 04 , PANDAN LAGAN, GERAGAI, KAB. TANJUNG JABUNG TIMUR, JAMBI"
ZUERHD4L,Penentuan KA SPPG,Belum Beroperasi,KAB. TANJUNG JABUNG TIMUR,JAMBI,"jalan Jendral sudirman RT.07, NIBUNG PUTIH, MUARA SABAK BARAT, KAB. TANJUNG JABUNG TIMUR, JAMBI"
NIFYENZT,Penentuan KA SPPG,Belum Beroperasi,KAB. TASIKMALAYA,JAWA BARAT,"Jalan Raya Karangnunggal No 17 Kelurahan Karangnunggal Kecamatan Karangnunggal Kabupaten Tasikmalaya, KARANGNUNGGAL, KARANGNUNGGAL, KAB. TASIKMALAYA, JAWA BARAT"
1P8VPMGI,Penentuan KA SPPG,Belum Beroperasi,KAB. KAUR,BENGKULU,"Desa Suka Bandung, Suka Bandung, Kec. Kaur Selatan, Kab. Kaur, Provinsi Bengkulu 38911
, SUKA BANDUNG, KAUR SELATAN, KAB. KAUR, BENGKULU"
C2BQLAVV,Penentuan KA SPPG,Belum Beroperasi,KAB. SERANG,BANTEN,"RUKO D'RIZ FRIENDCHICKEN ICE CREAM jalan Cikeusal Panosogan RT 005 / RW 001 desa Cikeusal, Kecamatan Cikeusal, Kabupaten Serang Provinsi Banten, CIKEUSAL, CIKEUSAL, KAB. SERANG, BANTEN"
NZWS1RAN,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jl. Lotong No. 63 RT/RW 002/ 05, IWUL, PARUNG, KAB. BOGOR, JAWA BARAT"
VDK0PCVL,Penentuan KA SPPG,Belum Beroperasi,KAB. BANYUWANGI,JAWA TIMUR,"Dusun krajan rt: 01 ,/ rw: 04, Ds Siliragung,Kec Siliragung,Kab. Banyuwangi - Jawa Timur, SILIRAGUNG, SILIRAGUNG, KAB. BANYUWANGI, JAWA TIMUR"
TZIX99RG,Penentuan KA SPPG,Belum Beroperasi,KAB. SOLOK SELATAN,SUMATERA BARAT,"jalan raya Lubuk Malako- sungai Kunyit, di belakang kantor Camat Sangir Jujuan, LUBUK MALAKO, SANGIR JUJUAN, KAB. SOLOK SELATAN, SUMATERA BARAT"
VL1CNEO9,Penentuan KA SPPG,Belum Beroperasi,KOTA BANJARBARU,KALIMANTAN SELATAN,"KOMPLEK CITRA PERSADA ASRI, JL. LESTARI 4 NO 82 KEL. SUNGAI BESAR KEC. BANJARBARU SELATAN KOTA BANJARBARU PROVINSI KALIMANTAN SELATAN, SUNGAI BESAR, BANJARBARU SELATAN, KOTA BANJARBARU, KALIMANTAN SELATAN"
TQD899PR,Penentuan KA SPPG,Belum Beroperasi,KAB. PATI,JAWA TENGAH,"Jl. Soewondo No.1, Sekarkurung, Muktiharjo, Kec. Margorejo, Kabupaten Pati, Jawa Tengah 59163, MUKTIHARJO, MARGOREJO, KAB. PATI, JAWA TENGAH"
P9QPWIUW,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"karyawangi, kecamatan parongpong, kabupaten bandung barat, jawa barat, KARYAWANGI, PARONGPONG, KAB. BANDUNG BARAT, JAWA BARAT"
NLSJXJOS,Penentuan KA SPPG,Belum Beroperasi,KAB. PURWAKARTA,JAWA BARAT,"Jl Sultan Agung, Sumberejo, Kabupaten Madiun, Jawa Timurberejo, Kabupaten Madiun, Jawa Timur, CIBUNGUR, BUNGURSARI, KAB. PURWAKARTA, JAWA BARAT"
LBNKGXWO,Penentuan KA SPPG,Belum Beroperasi,KAB. PRINGSEWU,LAMPUNG,"Jl. Kesehatan, RT. 03, RW.03, Pekon Podomoro, Kecamatan Pringsewu, Kabupaten Pringsewu, PODOMORO, PRINGSEWU, KAB. PRINGSEWU, LAMPUNG"
Z7OAR5LO,Penentuan KA SPPG,Belum Beroperasi,KOTA PALEMBANG,SUMATERA SELATAN,"Jalan Tanjung Pandan Simpang Lekipali No.001 RT.007 RW.002 Kelurahan Sialang Kecamatan Sako Palembang, SIALANG, SAKO, KOTA PALEMBANG, SUMATERA SELATAN"
QBFO1UHO,Penentuan KA SPPG,Belum Beroperasi,KAB. PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,"Jl. Inpres Desa Tanah Abang Utara Kecamatan Tanah Abang Kabupatern Penukal Abab Lematang Ilir - Sumatera Selatan, TANAH ABANG UTARA, TANAH ABANG, KAB. PENUKAL ABAB LEMATANG ILIR, SUMATERA SELATAN"
S3KDXKBM,Penentuan KA SPPG,Belum Beroperasi,KAB. PATI,JAWA TENGAH,"Jl juana rembang KM 12 gajahkumpul, kec batangan, kab pati, jawa tengah , GAJAHKUMPUL, BATANGAN, KAB. PATI, JAWA TENGAH"
MP3UAGUE,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN ILIR,SUMATERA SELATAN,"Jl Lintas Timur Lubuk Sakti, LUBUK SAKTI, INDRALAYA, KAB. OGAN ILIR, SUMATERA SELATAN"
AEOCIIEE,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Jalan Alhuda No. 66 Cikarang Jati Desa/Kel. Sukajaya Kecamatan Cibitung Kabupaten Bekasi - Jawa Barat 17520, SUKAJAYA, CIBITUNG, KAB. BEKASI, JAWA BARAT"
DOJQKHRU,Penentuan KA SPPG,Belum Beroperasi,KAB. KARANGANYAR,JAWA TENGAH,"Tegalarum RT 02 / RW 13 , CANGAKAN, KARANGANYAR, KAB. KARANGANYAR, JAWA TENGAH"
UCA3FZTU,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"JL PAWARENGAN KP.SUKAMULYA RT 01 RW 10, CIKAMPEK BARAT, CIKAMPEK, KAB. KARAWANG, JAWA BARAT"
H0KPIICG,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"Kp. Babakan Situgirang RT 004/012, CINTARAKYAT, SAMARANG, KAB. GARUT, JAWA BARAT"
ABDE3CIR,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,"Jln, Lintas Muara Dua KM. 23 Desa Tulang Bawang, TULANG BAWANG, BUNGA MAYANG, KAB. OGAN KOMERING ULU TIMUR, SUMATERA SELATAN"
PEU8YMT0,Penentuan KA SPPG,Belum Beroperasi,KOTA AMBON,MALUKU,"Jln. Laksdya Leo Wattimena Desa Nania RT 005 RW 001 Kecamatan Baguala Kota Ambon, NANIA, BAGUALA, KOTA AMBON, MALUKU"
AJWEQWC6,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKOHARJO,JAWA TENGAH,"Jl. Bladon RT02/02 Kel. Kriwen, kec. Sukoharjo, Kab. Sukoharjo, Jawa Tengah (Satu Lingkup dengan Koramil 01)
, KRIWEN, SUKOHARJO, KAB. SUKOHARJO, JAWA TENGAH"
RLEEFBWU,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH TENGAH,ACEH,"Jl. Nunang Antara, No.24d, Bebesen, Aceh Tengah, NUNANG ANTARA, BEBESEN, KAB. ACEH TENGAH, ACEH"
DXMMGJM4,Penentuan KA SPPG,Belum Beroperasi,KOTA SERANG,BANTEN,"Kp. Kalodran No. 2 Rt.001/ Rw.001, KALODRAN , WALANTAKA, KOTA SERANG, BANTEN"
EXYQZ2O0,Penentuan KA SPPG,Belum Beroperasi,KAB. TANGERANG,BANTEN,"KP. BUARAN JATI RT 01 RW 04 , BUARAN JATI, SUKADIRI, KAB. TANGERANG, BANTEN"
PKDCETRQ,Penentuan KA SPPG,Belum Beroperasi,KAB. POLEWALI MANDAR,SULAWESI BARAT,"Desa/Kelurahan Lembang Lembang, Kec. Limboro, Kab. Polewali Mandar, Provinsi
Sulawesi Barat, LEMBANG LEMBANG, LIMBORO, KAB. POLEWALI MANDAR, SULAWESI BARAT"
9RFNXAOB,Penentuan KA SPPG,Belum Beroperasi,KOTA LUBUK LINGGAU,SUMATERA SELATAN,"Jalan Fatmawati, Karya Bakti, Lubuk Linggau Timur II (Sebelah Polsek Linggau Timur), KARYA BAKTI, LUBUK LINGGAU TIMUR II, KOTA LUBUK LINGGAU, SUMATERA SELATAN"
VJ9NNKGI,Penentuan KA SPPG,Belum Beroperasi,KOTA BEKASI,JAWA BARAT,"Jl. Wijaya Kusuma No.8 RT. 002 RW. 008 Desa/Kel. Jatiwaringin Kecamatan Pondok Gede Kota Bekasi Kuningan Provinsi Jawa Barat, JATIWARINGIN, PONDOKGEDE, KOTA BEKASI, JAWA BARAT"
LUEFFNNJ,Penentuan KA SPPG,Belum Beroperasi,KOTA BEKASI,JAWA BARAT,"Jln.Swadaya.2 No 128 cibening Rt.05 Rw.02, JATIBENING, PONDOKGEDE, KOTA BEKASI, JAWA BARAT"
EWE1IJGF,Penentuan KA SPPG,Belum Beroperasi,KAB. SERANG,BANTEN,"Desa Kubang Jaya, Blok 013 Kecamatan Petir, Kabupaten Serang, Banten, KUBANG JAYA, PETIR, KAB. SERANG, BANTEN"
OVD6ADYV,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Jln.Stadion Sangkuriang No.8/99 rt.05 rw.12, JATISARI, BUAHBATU, KOTA BANDUNG, JAWA BARAT"
HCI1LKHS,Penentuan KA SPPG,Belum Beroperasi,KOTA BOGOR,JAWA BARAT,"Jl. Jatiluhur VI blok C 2 No 6, Komplek Baranangsiang Indah
Kel. Katulampa - Kec. Bogor Timur
Kota Bogor - 16144, KATULAMPA, BOGOR TIMUR, KOTA BOGOR, JAWA BARAT"
DCPARMQ0,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,"Jl. Raya Blok K .RT/RW, 005/002, Desa Batumarta VI, Kec, Madang Suku III, Kab. OKU Timur, Prov. Sumsel., BATU MARTA VI, MADANG SUKU III, KAB. OGAN KOMERING ULU TIMUR, SUMATERA SELATAN"
SRSNZOJ3,Penentuan KA SPPG,Belum Beroperasi,KAB. BANJARNEGARA,JAWA TENGAH,"Jl. Ajibarang Secang, RT 002/RW 003, Kel. Kalibenda, Kec. Sigaluh, Kab. Banjarnegara, Prov. Jawa Tengah, KALIBENDA, SIGALUH, KAB. BANJARNEGARA, JAWA TENGAH"
ILBR9FPO,Penentuan KA SPPG,Belum Beroperasi,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,"Jalan Bantul Km 10, Melikan Lor, Badegan, Bantul, Bantul, Bantul, Daerah Istimewa Yogyakarta, BANTUL, BANTUL, KAB. BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
4ZWXHZVZ,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"RW Dana Mulya, REMPUNG, PRINGGASELA, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
EJO4YBZB,Penentuan KA SPPG,Belum Beroperasi,KOTA MAKASSAR,SULAWESI SELATAN,"Jalan lembo no 77, PANNAMPU, TALLO, KOTA MAKASSAR, SULAWESI SELATAN"
OWS8OZRY,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"Jalan Desa Alikoh Dusun Gubuk Baret, KORLEKO, LABUHAN HAJI, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
SYIUAYEF,Penentuan KA SPPG,Belum Beroperasi,KOTA PEKANBARU,RIAU,"Jl. Garuda Raya. No 1 RT 002/ RW 009 Perumahan sidomulyo, PERHENTIANMARPOYAN, MARPOYAN DAMAI, KOTA PEKANBARU, RIAU"
MEB2DRLA,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN,"JL. LETNAN MUCHTAR SALEH DUSUN IV NO. 123 DESA CELIKAH KECAMATAN KAYUAGUNG KABUPATEN OGAN KOMERING ILIR PROVINSI SUMATERA SELATAN, CELIKAH, KAYU AGUNG, KAB. OGAN KOMERING ILIR, SUMATERA SELATAN"
HWIG6BLT,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Kp. Cilame Rt 01/ Rw 13
Ds. Narawita
Kec. Cicalengka
Kab. Bandung 
Kode pos 40395, NARAWITA, CICALENGKA, KAB. BANDUNG, JAWA BARAT"
XSMDX2JS,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Jl. singosari NO 25 RT 000 RW 000, Kel. enggal, kec. enggal, ENGGAL, ENGGAL, KOTA BANDAR LAMPUNG, LAMPUNG"
XAXTAVEF,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN,"JL GOTONG ROYONG NO. 021 DESA MENANG RAYA KECAMATAN PEDAMARAN KABUPATEN OGAN KOMERING ILIR PROVINSI SUMATERA SELATAN, MENANG RAYA, PEDAMARAN, KAB. OGAN KOMERING ILIR, SUMATERA SELATAN"
NPVIIQFW,Penentuan KA SPPG,Belum Beroperasi,KAB. PESISIR SELATAN,SUMATERA BARAT,"lakitan, LAKITAN, LENGAYANG, KAB. PESISIR SELATAN, SUMATERA BARAT"
HMPJGJK0,Penentuan KA SPPG,Belum Beroperasi,KAB. SERANG,BANTEN,"Kp. Kepuh Rt 001 Rw 001 Desa Bantarwaru, Kecamatan Cinangka, Kabupaten Serang Banten, BANTAR WARU, CINANGKA, KAB. SERANG, BANTEN"
09NDZGDC,Penentuan KA SPPG,Belum Beroperasi,KAB. ROKAN HILIR,RIAU,"Jalan Sisingamangaraja, BAGAN BATU, BAGAN SINEMBAH, KAB. ROKAN HILIR, RIAU"
OQJ0LZG8,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH TIMUR,ACEH,"Jalan Peureulak - Blang Kejeren, Dusun Harapan Jaya, Desa Peunaron Baru, Kecamatan Peunaron, Kabupaten Aceh Timur, PEUNARON BARU, PEUNARON, KAB. ACEH TIMUR, ACEH"
AIE48SIL,Penentuan KA SPPG,Belum Beroperasi,KAB. WONOSOBO,JAWA TENGAH,"Dusun Tempel RT.03/RW.10, Desa Kalikarung, Kecamatan Kalibawang, Kabupaten Wonosobo, Jawa Tengah, KALIKARUNG, KALIBAWANG, KAB. WONOSOBO, JAWA TENGAH"
DYR6VTRP,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH UTARA,ACEH,"Jalan Medan - Banda Aceh Desa Meunasah Drang, Kecamatan Muara Batu, Kabupaten Aceh Utara. Provinsi Aceh., MEUNASAH DRANG, MUARA BATU, KAB. ACEH UTARA, ACEH"
65T4ESDR,Penentuan KA SPPG,Belum Beroperasi,KAB. SAMPANG,JAWA TIMUR,"DUSUN TONGOH BARAT, PANGONGSEAN, TORJUN, KAB. SAMPANG, JAWA TIMUR"
OOEGBUSL,Penentuan KA SPPG,Belum Beroperasi,KAB. TULANG BAWANG BARAT,LAMPUNG,"Jl. Jendral Sudirman No. 340 RT/RW 004/002, DAYA MURNI, TUMIJAJAR, KAB. TULANG BAWANG BARAT, LAMPUNG"
XQJ005UP,Penentuan KA SPPG,Belum Beroperasi,KOTA SERANG,BANTEN,"JL. RAYA JAKARTA KM 05, KALODRAN , WALANTAKA, KOTA SERANG, BANTEN"
UDWNWQYF,Penentuan KA SPPG,Belum Beroperasi,KAB. MOJOKERTO,JAWA TIMUR,"jl Raya pacet km.03 Rt 01 Rw 01,Petak,Pacet,Mojokerto , PETAK, PACET, KAB. MOJOKERTO, JAWA TIMUR"
Y65ODECP,Penentuan KA SPPG,Belum Beroperasi,KOTA TASIKMALAYA,JAWA BARAT,"Jalan K.H. Khoerafandi RT.03 RW.01 , AWIPARI, CIBEUREUM, KOTA TASIKMALAYA, JAWA BARAT"
BHCASJJ4,Penentuan KA SPPG,Belum Beroperasi,KAB. KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,"Jl. Jeruk I No.8, Mentawa Baru Hilir, Kec. Mentawa Baru Ketapang, Kabupaten Kotawaringin Timur, Kalimantan Tengah 74321, MENTAWA BARU HILIR, MENTAWA BARU KETAPANG, KAB. KOTAWARINGIN TIMUR, KALIMANTAN TENGAH"
NLIHE0FI,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"jalan gotong royong 1
Pabuaran, Gunung Sindur
RT 003 RW 002, GUNUNGSINDUR, GUNUNG SINDUR, KAB. BOGOR, JAWA BARAT"
9S9B194E,Penentuan KA SPPG,Belum Beroperasi,KOTA PALEMBANG,SUMATERA SELATAN,"Jalan seduduk putih komplek Garuda putra II Blok B 30 RT 18 RW 04 kelurahan 8 Ilir kecamatan IT 3 Palembang, 8 ILIR, ILIR TIMUR TIGA, KOTA PALEMBANG, SUMATERA SELATAN"
V5ZBDHRG,Penentuan KA SPPG,Belum Beroperasi,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,"Pandanan RT 02 RW 12, SUMBEREJO, SEMIN, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA"
ZNTI61CX,Penentuan KA SPPG,Belum Beroperasi,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,"Bulak Siyangan, TRIHARJO, PANDAK, KAB. BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
TZVXSKH4,Penentuan KA SPPG,Belum Beroperasi,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,"Bandulan RT 04 RW 18, SUKOHARJO, NGAGLIK, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
MJKE5MTY,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN,"Jl. Letnan Muhtar Saleh No. 120 , SUKADANA, KAYU AGUNG, KAB. OGAN KOMERING ILIR, SUMATERA SELATAN"
MJD8I1QI,Penentuan KA SPPG,Belum Beroperasi,KAB. BREBES,JAWA TENGAH,"Jl. Binaji Rt. 02 Rw. 12 Kelurahan Pasarbatang Kecamatan Brebes Kabupaten Brebes Provinsi Jawa Tengah 52211, PASARBATANG, BREBES, KAB. BREBES, JAWA TENGAH"
7CURJFDL,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA,"JL.Bina Marga Gg.Pintu Air RT 007 RW 005 No.5 Kel. Ceger, Kec. Cipayung, Jakarta Timur. Kode Pos : 13820 , CEGER, CIPAYUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA"
NSLM5UD7,Penentuan KA SPPG,Belum Beroperasi,KAB. BOJONEGORO,JAWA TIMUR,"Jl. Jaksa Agung Suprapto Banjarejo, KARANG PACAR, BOJONEGORO, KAB. BOJONEGORO, JAWA TIMUR"
NBAYPLD4,Penentuan KA SPPG,Belum Beroperasi,KAB. MAMUJU TENGAH,SULAWESI BARAT,"Dusun Pangale Tarailu, PANGALE, PANGALE, KAB. MAMUJU TENGAH, SULAWESI BARAT"
EWGYFEO3,Penentuan KA SPPG,Belum Beroperasi,KAB. CILACAP,JAWA TENGAH,"Desa Karangmangu, Kec. Kroya, Kab. Cilacap Jawa Tengah , KARANGMANGU, KROYA, KAB. CILACAP, JAWA TENGAH"
PJGVBI2W,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Kp.Jati 2 Rt/rw 009/005
Desa jatilaksana
Kc.pangkalan
Karawang, JATILAKSANA, PANGKALAN, KAB. KARAWANG, JAWA BARAT"
IGGZ6JU0,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN ILIR,SUMATERA SELATAN,"Jl. Kopral Juni RT 02 Lingkungan 1, INDRALAYA RAYA, INDRALAYA, KAB. OGAN ILIR, SUMATERA SELATAN"
XM7GMW1S,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Jalan Baru Manirancan No. 100, Solokanjeruk, Rancakasumba, Kec. Solokanjeruk, Kabupaten Bandung, Jawa Barat 40376, RANCAKASUMBA, SOLOKANJERUK, KAB. BANDUNG, JAWA BARAT"
JCNQ6E1O,Penentuan KA SPPG,Belum Beroperasi,KAB. NGANJUK,JAWA TIMUR,"Perum Griya Kepuh Asri Blok F No. 12 A Desa Kepuh Kecamatan Kertosono, KEPUH, KERTOSONO, KAB. NGANJUK, JAWA TIMUR"
XAYOISUY,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH BESAR,ACEH,"Jl. Banda Aceh - Medan Desa Lampreh Kec. Ingin Jaya Kab. Aceh Besar, LAMPREH LAMTEUNGOH, INGIN JAYA, KAB. ACEH BESAR, ACEH"
CADPWJSD,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT,"Jl. Batunyala Tembeng, Kel. Batunyala, Kec. Praya Tengah, Kabupaten Lombok Tengah, Nusa Tenggara Barat. 83582, BATUNYALA, PRAYA TENGAH, KAB. LOMBOK TENGAH, NUSA TENGGARA BARAT"
HOYJLRBE,Penentuan KA SPPG,Belum Beroperasi,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,"Perebutan, Kemejing, Kec. Semin, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55854 , KEMEJING, SEMIN, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA"
WGVCYIND,Penentuan KA SPPG,Belum Beroperasi,KAB. BOJONEGORO,JAWA TIMUR,"Desa Sumberejo, Kentong RT 03 RW 01, Kec. Trucuk, Kab. Bojonegoro, SUMBEREJO, TRUCUK, KAB. BOJONEGORO, JAWA TIMUR"
DXUJXLPO,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"Sribhawono, Bandar Sribhawono, Lampung Timur, Lampung, SRIBHAWONO, BANDAR SRIBHAWONO, KAB. LAMPUNG TIMUR, LAMPUNG"
51FGFM3Y,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Alamat GOR Shefira Komplek Cibiru Raya Regency, kampung Cibangkonol, Desa Cibiru wetan, kec Cileunyi, Kab Bandung, CIBIRU WETAN, CILEUNYI, KAB. BANDUNG, JAWA BARAT"
URQBZ7QF,Penentuan KA SPPG,Belum Beroperasi,KOTA DEPOK,JAWA BARAT,"Jl. H. Sulaiman No.4, RT.003/RW.002, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519, BEDAHAN, SAWANGAN, KOTA DEPOK, JAWA BARAT"
GD5HNLWS,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TENGAH,LAMPUNG,"UPT.WAY TERUSAN SP.1, RT 012 RW 005 Kel.Mataram Udik, Kec.Bandar Mataram, Kab.Lampung Tengah, MATARAM UDIK, BANDAR MATARAM, KAB. LAMPUNG TENGAH, LAMPUNG"
IDSE3Q0W,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TENGAH,LAMPUNG,"Dusun 4 RT/RW 015/004 Desa payung batu kecamatan pubian kabupaten lampung tengah, PAYUNG BATU, PUBIAN, KAB. LAMPUNG TENGAH, LAMPUNG"
J5YVAKSB,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG UTARA,LAMPUNG,"Jl. Etshiko Siomi, Kelapa Tujuh Kotabumi Selatan, KELAPA TUJUH, KOTABUMI SELATAN, KAB. LAMPUNG UTARA, LAMPUNG"
